1262,K2-277 b,370,4.94,10.364,2018,Super Earth,2.07,0.0675,6.3,0,K2-276,Transit,,,08h23m48.66s,+22d38m02.5s,5139,0.82,0.85,11.32079821
1263,K2-278 b,2623,9.17,13.412,2018,Neptune-like,2.9792,0.0488 AU,3.3,0,K2-277,Transit,,,13h28m03.99s,-15d56m16.2s,5741,1.02,0.97,10.14520456
1264,K2-279 b,600,1.92,11.491,2018,Super Earth,1.21,0.067,7.1,0,K2-278,Transit,,,13h33m12.43s,-14d30m14.6s,6747,1.4,1.61,12.87719521
1265,K2-27 b,820,30.9,12.64,2016,Neptune-like,4.48,0.06702 AU,6.8,0.25,K2-279,Transit,,,13h39m07.13s,-06d02m29.7s,5558,0.79,0.86,15.11796177
1266,K2-280 b,1295,45.648,12.536,2018,Gas Giant,7.6608,0.1488 AU,19.9,0,K2-28,Transit,88.9,,22h22m29.85s,-07d57m19.3s,3214,0.26,0.29,7.637729914
1267,K2-281 b,1520,50.72,15.117,2018,Gas Giant,8.176,0.0773 AU,8.7,0,K2-280,Transit,,,19h26m22.88s,-22d14m51.6s,5742,1.11,1.28,7.450548918
1268,K2-282 b,1638,8.35,14.042,2018,Neptune-like,2.8224,0.0499 AU,4.2,0,K2-281,Transit,,,01h04m54.56s,+07d16m09.2s,4812,0.82,0.76,10.29295656
1269,K2-283 b,1332,12.2,14.445,2018,Neptune-like,3.5168,0.0291 AU,1.9,0,K2-282,Transit,,,00h53m43.68s,+07d59m43.1s,,0.94,,9.686241223
1270,K2-284 b,351,8.15,13.322,2018,Neptune-like,2.7776,0.04771 AU,4.8,0.08,K2-283,Transit,,,00h52m46.66s,+09d41m34.5s,5060,0.89,0.82,10.37311023
1271,K2-285 b,508,9.68,12.03,2018,Super Earth,2.5872,0.03817,3.5,0,K2-284,Transit,89,,05h16m33.76s,+20d15m18.4s,4140,0.63,0.61,14.20058198
1272,K2-285 c,508,15.68,12.03,2018,Neptune-like,3.528,0.0824 AU,7.1,0,K2-285,Transit,86.846,3.07,23h17m32.23s,+01d18m01.0s,4975,0.83,0.79,12.37028475
1273,K2-285 d,508,6.5,12.03,2018,Neptune-like,2.4752,0.1178 AU,10.5,0,K2-285,Transit,89.861,1.95,23h17m32.23s,+01d18m01.0s,4975,0.83,0.79,10.41798086
1274,K2-285 e,508,10.7,12.03,2018,Neptune-like,1.95,0.18041 AU,14.8,0,K2-285,Transit,89.643,,23h17m32.23s,+01d18m01.0s,4975,0.83,0.79,27.63155628
1275,K2-286 b,249,5.06,12.763,2018,Neptune-like,2.1,0.1768 AU,27.4,0,K2-285,Transit,89.799,,23h17m32.23s,+01d18m01.0s,4975,0.83,0.79,11.26685535
1276,K2-287 b,519,99.855,11.41,2018,Gas Giant,9.4864,0.1206 AU,14.9,0.48,K2-286,Transit,89.67,,15h33m28.70s,-16d46m23.7s,3926,0.64,0.62,10.89576534
1277,K2-288 B b,214,4.27,13.868,2018,Super Earth,1.9,0.164,31.4,0,K2-287,Transit,88.13,,15h32m17.84s,-22d21m29.7s,5695,1.06,1.07,11.61479274
1278,K2-289 b,883,60.864,14.465,2019,Gas Giant,9.0944,0.107 AU,13.2,0,K2-288 B,Transit,89.81,,03h41m46.43s,+18d16m08.0s,3341,0.33,0.32,7.226086871
1279,K2-28 b,206,5.99,16.061,2016,Neptune-like,2.3184,0.0214 AU,2.3,0,K2-289,Transit,88.48,,16h26m34.33s,-15d47m32.6s,5529,0.95,1.02,10.94311284
1280,K2-290 b,897,10.9,11.114,2019,Super Earth,3.0576,0.0923,9.2,0,K2-29,Transit,86.656,0.53,04h10m40.96s,+24d24m07.4s,5358,0.94,0.86,11.44869405
1281,K2-290 c,897,245.358,11.114,2019,Gas Giant,11.2672,0.305 AU,48.4,0,K2-290,Transit,88.14,4.1,15h39m25.87s,-20d11m55.7s,6302,1.19,1.51,18.97837428
1282,K2-291 b,295,6.49,10.014,2019,Super Earth,1.589,0.03261,2.2,0,K2-290,Transit,89.37,1.01,15h39m25.87s,-20d11m55.7s,6302,1.19,1.51,25.2399037
1283,K2-292 b,373,24.5,9.917,2019,Neptune-like,2.632,0.13 AU,17,0.04,K2-291,Transit,85.26,8.84,05h05m46.99s,+21d32m55.1s,5520,0.93,0.9,34.72842644
1284,K2-293 b,1294,6.57,13.357,2019,Neptune-like,2.4528,Unknown,13.1,0,K2-292,Transit,88.4,7.4,13h41m30.30s,-09d56m45.9s,5725,1,1.09,10.72338468
1285,K2-294 b,1230,3.39,12.502,2019,Super Earth,1.66,Unknown,2.5,0,K2-293,Transit,88.8,,23h26m25.52s,-06d01m40.4s,5532,0.96,0.95,12.08020525
1286,K2-295 b,736,106.195,13.946,2018,Gas Giant,10.0464,0.0451 AU,4,0,K2-294,Transit,85.5,,23h28m12.40s,-07d36m13.3s,5612,0.99,1.2,10.33175095
1287,K2-29 b,585,231.41,12.526,2016,Gas Giant,13.328,0.04217 AU,3.3,0.07,K2-295,Transit,89.3,0.612,01h18m26.38s,+06d49m00.7s,4444,0.74,0.7,12.79213239
1288,K2-308 b,,70.374,14.963,2019,Gas Giant,9.9008,Unknown,3.4,0,K2-3,Transit,89.588,3.7,11h29m20.39s,-01d27m17.2s,3896,0.6,0.56,7.049567163
1289,K2-30 b,1097,183.543,13.53,2016,Gas Giant,11.6368,0.04839 AU,4.1,0,K2-3,Transit,89.905,2.98,11h29m20.39s,-01d27m17.2s,3896,0.6,0.56,13.30949191
1290,K2-315 b,185,0.809,17.67,2020,Terrestrial,0.95,Unknown,3.1,0,K2-3,Transit,89.788,5.62,11h29m20.39s,-01d27m17.2s,3896,0.6,0.56,8.802217634
1291,K2-316 b,368,2.33,15.514,2020,Super Earth,1.33,0.0147,1.1,0,K2-30,Transit,86.92,0.64,03h29m22.07s,+22d17m57.9s,5425,0.9,0.84,12.93431491
1292,K2-316 c,368,4.01,15.514,2020,Super Earth,1.83,0.0582,5.3,0,K2-308,Transit,88.44,,05h13m21.39s,+16d24m51.1s,6100,1.09,1.24,11.75798724
1293,K2-317 b,578,8.91,16.639,2020,Neptune-like,2.9232,0.0542 AU,6.2,0,K2-31,Transit,79.9,,16h21m45.78s,-23d32m52.3s,5280,0.91,0.78,10.238856
1294,K2-318 b,484,3.39,15.269,2020,Super Earth,1.66,0.0911,7,0,K2-315,Transit,88.74,,15h12m05.20s,-20d06m30.7s,3300,0.17,0.2,12.08020525
1295,K2-319 b,687,8.2,12.172,2020,Neptune-like,2.7888,0.1516 AU,26.7,0,K2-316,Transit,87.02,,15h34m29.94s,-23d15m33.2s,3436,0.41,0.38,10.35308797
1296,K2-31 b,362,562.358,10.775,2016,Gas Giant,11.872,0.022 AU,1.3,0,K2-316,Transit,89.31,,15h34m29.94s,-23d15m33.2s,3436,0.41,0.38,39.17922969
1297,K2-320 b,356,7.37,16.355,2020,Neptune-like,2.6208,0.0142 AU,2,0,K2-317,Transit,89.22,,15h14m28.63s,-21d01m21.8s,3387,0.4,0.38,10.53635801
1298,K2-321 b,254,4.46,13.677,2020,Super Earth,1.95,0.041,2.3,0,K2-318,Transit,89.38,,15h29m47.13s,-17d33m26.2s,3851,0.56,0.55,11.51745243
1299,K2-322 b,404,4.35,13.941,2020,Super Earth,1.92,0.0594,8.2,0,K2-319,Transit,89.45,,11h07m12.25s,+03d02m24.1s,5440,0.95,0.9,11.58717566
1300,K2-323 b,387,5.06,14.932,2020,Neptune-like,2.1,0.1275 AU,24.9,0,K2-32,Transit,,,16h49m42.26s,-19d32m34.2s,,0.86,0.84,11.26685535
1301,K2-324 b,447,6.48,15.399,2020,Neptune-like,2.4304,0.0331 AU,3.3,0,K2-32,Transit,,,16h49m42.26s,-19d32m34.2s,,0.86,0.84,10.77234575
1302,K2-325 b,365,5.48,16.137,2020,Neptune-like,2.2,0.0419 AU,6.9,0,K2-32,Transit,,,16h49m42.26s,-19d32m34.2s,,0.86,0.84,11.11798255
1303,K2-326 b,928,5.82,15.342,2020,Neptune-like,2.2736,0.0198 AU,1.3,0,K2-32,Transit,,,16h49m42.26s,-19d32m34.2s,,0.86,0.84,11.05568496
1304,K2-32 b,517,16.5,12.31,2016,Neptune-like,4.9616,0.08035 AU,9,0,K2-320,Transit,87.84,,10h53m00.52s,+05d18m23.9s,3157,0.12,0.3,6.581596262
1305,K2-32 c,517,12.1,12.31,2016,Neptune-like,2.7328,0.1399 AU,20.7,0,K2-321,Transit,88.94,,10h25m37.27s,+02d30m51.7s,3855,0.6,0.58,15.90964406
1306,K2-32 d,517,10.3,12.31,2016,Neptune-like,3.2704,0.1862 AU,31.7,0,K2-322,Transit,88.15,,10h26m29.46s,+04d45m50.5s,4141,0.63,0.6,9.456409436
1307,K2-32 e,517,1.01,12.31,2019,Super Earth,1.01,0.04951,4.3,0,K2-323,Transit,89.88,,10h37m41.04s,+06d17m09.4s,3710,0.48,0.55,9.722308943
1308,K2-33 b,456,1172.9,15.714,2016,Neptune-like,5.04,0.0409 AU,5.4,0,K2-324,Transit,88.33,,10h30m29.35s,+06d51m49.3s,3752,0.52,0.51,453.4095931
1309,K2-34 b,1149,538.266,11.548,2016,Gas Giant,13.944,0.0426 AU,3,0,K2-325,Transit,89.37,,23h35m40.06s,-07d41m11.6s,3287,0.27,0.3,27.18397682
1310,K2-35 b,830,4.38,14.35,2016,Super Earth,1.93,0.055,5.6,0.12,K2-326,Transit,85.63,,23h26m26.92s,+01d20m15.2s,3924,0.51,0.69,11.54649797
1311,K2-35 c,830,2.3,14.35,2016,Super Earth,1.32,0.031,2.4,0.13,K2-33,Transit,89.1,,16h10m14.74s,-19d19m09.4s,3540,0.56,1.05,12.96196262
1312,K2-36 b,359,3.9,11.8,2016,Super Earth,1.43,0.0223,1.4,0,K2-34,Transit,,,08h30m18.91s,+22d14m09.3s,6071,1.15,1.44,18.72765168
1313,K2-36 c,359,7.8,11.8,2016,Neptune-like,3.192,0.054 AU,5.3,0,K2-35,Transit,88.58,,11h20m24.74s,+01d17m09.4s,4402.71,0.7,0.62,7.517260988
1314,K2-37 b,590,3.22,12.52,2016,Super Earth,1.61,0.0511,4.4,0,K2-35,Transit,88.98,,11h20m24.74s,+01d17m09.4s,4402.71,0.7,0.62,12.19817644
1315,K2-37 c,590,8,12.52,2016,Neptune-like,2.744,0.0654 AU,6.4,0,K2-36,Transit,84.45,7.2,11h17m47.78s,+03d51m59.0s,4916,0.79,0.72,10.43308064
1316,K2-37 d,590,7.9,12.52,2016,Neptune-like,2.7328,0.1103 AU,14.1,0,K2-36,Transit,86.917,1.3,11h17m47.78s,+03d51m59.0s,4916,0.79,0.72,10.38728827
1317,K2-38 b,632,19.0698,11.39,2016,Super Earth,1.906,0.05073,4,0,K2-37,Transit,87.28,,16h13m48.24s,-24d47m13.4s,5413,0.9,0.85,51.54554512
1318,K2-38 c,632,9.9,11.39,2016,Super Earth,2.4192,0.0964,10.6,0,K2-37,Transit,87.37,,16h13m48.24s,-24d47m13.4s,5413,0.9,0.85,16.61048977
1319,K2-39 b,1012,28.6047,10.83,2016,Neptune-like,6.272,0.05708 AU,4.6,0,K2-37,Transit,88.34,,16h13m48.24s,-24d47m13.4s,5413,0.9,0.85,7.140293919
1320,K2-3 b,147,6.48,12.17,2015,Super Earth,1.98,0.074,10.1,0,K2-38,Transit,87.28,,16h00m08.06s,-23d11m21.4s,5757,2.24,1.38,16.23063146
1321,K2-3 c,147,2.14,12.17,2015,Super Earth,1.56,0.1345,24.6,0,K2-38,Transit,88.61,3.6,16h00m08.06s,-23d11m21.4s,5757,2.24,1.38,8.634861337
1322,K2-3 d,147,2.8,12.17,2015,Super Earth,1.53,0.2097,44.6,0,K2-39,Transit,80.39,,22h33m28.41s,-09d01m22.0s,4881,0.66,2.97,11.74534995
1323,K2-42 b,1309,5.27,15.023,2016,Neptune-like,2.15,0.0617 AU,6.7,0,K2-4,Transit,89.54,,11h38m58.95s,-03d54m20.1s,4014.73,0.64,0.57,11.19501002
1324,K2-43 b,599,18.5,15.596,2016,Neptune-like,4.5024,0.03784 AU,3.5,0.07,K2-42,Transit,,,11h46m39.77s,-05d10m18.9s,4613,0.7,0.64,8.961369156
1325,K2-43 c,599,6.44,15.596,2019,Neptune-like,2.4192,Unknown,2.2,0,K2-43,Transit,89.6,,11h16m28.11s,-03d58m31.6s,3840.6,0.57,0.54,10.80520749
1326,K2-44 b,1576,7.85,12.189,2016,Neptune-like,2.7216,0.0651 AU,5.7,0,K2-43,Transit,89.26,,11h16m28.11s,-03d58m31.6s,3840.6,0.57,0.54,10.40667173
1327,K2-45 b,1639,36.4,15.78,2016,Neptune-like,6.7088,0.0224 AU,1.7,0.1,K2-44,Transit,,,11h36m02.79s,-02d31m15.2s,5912,1.15,1.58,7.941498985
1328,K2-46 b,1484,4.86,12.029,2016,Super Earth,2.05,0.13821,19.2,0,K2-45,Transit,,,11h18m31.89s,-01d46m26.9s,4103,0.5,0.45,11.35584192
1329,K2-47 b,1153,4.23,14.085,2016,Super Earth,1.89,0.1779,31.6,0,K2-46,Transit,,,11h37m03.92s,-00d54m26.1s,6256,0.96,1.29,11.62806766
1330,K2-48 b,1033,5.65,14.277,2016,Neptune-like,2.24,0.1344 AU,20.5,0,K2-47,Transit,,,11h14m19.82s,+02d46m50.6s,5054,0.75,0.76,11.05715003
1331,K2-49 b,1511,4.38,15.668,2016,Super Earth,1.93,0.0309,2.8,0,K2-48,Transit,,,11h44m29.65s,+03d16m20.7s,4899,0.77,0.73,11.54649797
1332,K2-4 b,761,5.06,14.907,2015,Neptune-like,2.1,0.078 AU,10,0.08,K2-49,Transit,,,11h49m16.85s,+03d28m32.0s,4175,0.51,0.45,11.26685535
1333,K2-50 b,846,3.15,14.717,2016,Super Earth,1.59,0.0705,8.8,0,K2-5,Transit,87.35,,11h17m12.84s,-01d52m40.7s,3930,0.61,0.57,12.23508797
1334,K2-52 b,3398,45648,15.255,2016,Gas Giant,17.9872,0.054 AU,3.5,0,K2-5,Transit,86.95,,11h17m12.84s,-01d52m40.7s,3930,0.61,0.57,1385.43265
1335,K2-53 b,454,7.27,12.148,2016,Neptune-like,2.5984,0.098 AU,12.2,0,K2-50,Transit,,,11h17m56.07s,+05d59m18.2s,,0.61,,10.57336408
1336,K2-54 b,574,1.6,14.042,2016,Super Earth,1.15,0.0671,9.8,0,K2-52,Transit,86.46,,16h26m26.74s,-24d58m11.8s,7147,1.69,2.19,11.87996314
1337,K2-55 b,523,14,13.546,2016,Neptune-like,3.8192,0.03486 AU,2.8,0.07,K2-53,Transit,89.32,,16h16m34.04s,-20d24m01.9s,5263,0.85,0.81,9.424840811
1338,K2-57 b,868,5.06,14.501,2016,Neptune-like,2.1,0.0746 AU,9,0,K2-54,Transit,,,22h32m13.01s,-17d32m38.4s,3798,0.42,0.38,11.26685535
1339,K2-58 b,596,7.65,12.378,2016,Neptune-like,2.6768,0.0692 AU,7.1,0,K2-55,Transit,,,22h15m00.46s,-17d15m02.5s,4456,0.7,0.63,10.48383987
1340,K2-58 c,596,3.26,12.378,2016,Super Earth,1.62,0.035,2.5,0,K2-57,Transit,,,22h50m46.01s,-14d04m11.6s,4434,0.68,0.62,12.19771164
1341,K2-58 d,596,3.57,12.378,2016,Super Earth,1.71,0.1517,22.9,0,K2-58,Transit,,,22h15m17.23s,-14d02m59.3s,5413,0.89,0.86,11.98855352
1342,K2-59 b,1025,6.39,14.226,2016,Neptune-like,2.408,0.1354 AU,20.7,0,K2-58,Transit,,,22h15m17.23s,-14d02m59.3s,5413,0.89,0.86,10.82128124
1343,K2-59 c,1025,5.9,14.226,2016,Neptune-like,2.296,0.0905 AU,11.3,0,K2-58,Transit,,,22h15m17.23s,-14d02m59.3s,5413,0.89,0.86,10.99003398
1344,K2-5 b,666,4.31,14.91,2015,Super Earth,1.91,0.0532,5.7,0,K2-59,Transit,,,22h35m46.16s,-14d01m39.9s,5055,0.77,0.73,11.60115761
1345,K2-5 c,666,5.73,14.91,2015,Neptune-like,2.2624,0.0818 AU,10.9,0,K2-59,Transit,,,22h35m46.16s,-14d01m39.9s,5055,0.77,0.73,10.99275703
1346,K2-60 b,1627,135.042,12.789,2016,Gas Giant,7.6496,0.045 AU,3,0,K2-6,Transit,,,11h52m46.14s,-01d11m54.5s,5850,0.97,0.96,22.66116327
1347,K2-61 b,1339,6.71,12.991,2016,Neptune-like,2.4752,0.0392 AU,2.6,0,K2-60,Transit,88.49,1.7,22h34m25.48s,-13d43m54.1s,5500,0.97,1.12,10.75456178
1348,K2-62 b,368,5.22,12.397,2016,Neptune-like,2.14,0.0636 AU,6.7,0,K2-61,Transit,,,22h38m41.94s,-13d33m36.1s,6293,1.21,1.36,11.19267124
1349,K2-62 c,368,5.22,12.397,2016,Neptune-like,2.14,0.1148 AU,16.2,0,K2-62,Transit,,,22h17m27.40s,-12d11m15.0s,4880,0.77,0.73,11.19267124
1350,K2-63 b,1711,10.5,12.876,2016,Neptune-like,3.2144,0.1627 AU,20.3,0,K2-62,Transit,,,22h17m27.40s,-12d11m15.0s,4880,0.77,0.73,9.978844417
1351,K2-63 c,1711,14.5,12.876,2016,Neptune-like,3.8976,0.189 AU,25.5,0,K2-63,Transit,,,22h13m42.40s,-12d03m58.9s,6771,1.4,1.63,9.372690154
1352,K2-64 b,1653,4.94,14.086,2016,Super Earth,2.07,0.0619,6.5,0,K2-63,Transit,,,22h13m42.40s,-12d03m58.9s,6771,1.4,1.63,11.32079821
1353,K2-65 b,255,3.12,10.801,2016,Super Earth,1.58,0.1014,12.6,0,K2-64,Transit,,,22h09m39.27s,-11d25m43.5s,5312,0.74,0.73,12.2724483
1354,K2-66 b,1698,21.3,11.71,2016,Super Earth,2.4864,0.05983,5.1,0,K2-65,Transit,,,22h12m50.82s,-10d55m31.4s,5213,0.87,0.84,33.83205673
1355,K2-68 b,553,3.12,12.977,2016,Super Earth,1.58,0.0708,8.1,0,K2-66,Transit,86.6,7.8,22h06m06.41s,-10d42m41.6s,5887,1.11,1.67,12.2724483
1356,K2-69 b,592,5.99,15.057,2016,Neptune-like,2.3184,0.0591 AU,7.1,0,K2-68,Transit,,,22h16m04.75s,-10d34m02.3s,4746,0.73,0.68,10.94311284
1357,K2-6 b,1043,6.8,12.654,2015,Neptune-like,2.4976,0.1898 AU,30.9,0,K2-69,Transit,,,22h23m02.29s,-10d29m18.9s,4127,0.55,0.49,10.70419304
1358,K2-70 b,765,8.7,12.989,2016,Neptune-like,2.8896,0.1112 AU,14,0,K2-7,Transit,,,11h08m22.50s,-01d03m56.7s,5772,0.97,0.96,10.23138875
1359,K2-71 b,502,5.27,15.189,2016,Neptune-like,2.15,0.0559 AU,7,0,K2-70,Transit,,,22h33m54.19s,-10d05m05.8s,5622,0.94,0.93,11.19501002
1360,K2-72 b,217,1.28,15.309,2016,Super Earth,1.08,0.04,5.6,0.11,K2-71,Transit,,,22h46m53.86s,-09d52m53.8s,4006,0.48,0.43,10.77589249
1361,K2-72 c,217,1.65,15.309,2016,Super Earth,1.16,0.078,15.2,0.11,K2-72,Transit,89.15,,22h18m29.27s,-09d36m44.6s,3360.47,0.27,0.33,12.04089466
1362,K2-72 d,217,1.01,15.309,2016,Super Earth,1.01,0.05,7.8,0.11,K2-72,Transit,89.54,,22h18m29.27s,-09d36m44.6s,3360.47,0.27,0.33,9.722308943
1363,K2-72 e,217,2.21,15.309,2016,Super Earth,1.29,0.106,24.2,0.11,K2-72,Transit,89.26,,22h18m29.27s,-09d36m44.6s,3360.47,0.27,0.33,13.04078228
1364,K2-73 b,885,6.57,11.345,2016,Neptune-like,2.4528,0.07619 AU,7.5,0,K2-72,Transit,89.68,,22h18m29.27s,-09d36m44.6s,3360.47,0.27,0.33,10.72338468
1365,K2-74 b,1246,5.95,12.588,2016,Neptune-like,2.3072,0.1402 AU,19.6,0,K2-73,Transit,,,22h20m06.12s,-09d03m21.9s,5922,1.05,1.06,10.97582745
1366,K2-75 b,1862,7.61,12.701,2016,Neptune-like,2.6656,0.081 AU,7.8,0,K2-74,Transit,,,22h39m40.64s,-08d42m52.2s,6060,0.96,0.98,10.51684537
1367,K2-75 c,1862,8.1,12.701,2016,Neptune-like,2.7664,0.1429 AU,18.3,0,K2-75,Transit,,,22h35m22.76s,-07d28m11.5s,5995,1.16,1.56,10.393118
1368,K2-77 b,464,602.3,12.158,2016,Neptune-like,2.296,0.076 AU,8.2,0.14,K2-75,Transit,,,22h35m22.76s,-07d28m11.5s,5995,1.16,1.56,1121.914825
1369,K2-79 b,841,13.2,12.075,2016,Neptune-like,3.6848,0.0987 AU,11,0,K2-77,Transit,88.7,,03h40m54.82s,+12d34m21.4s,4970,0.8,0.76,9.54633963
1370,K2-7 b,2462,7.61,13.213,2015,Neptune-like,2.6656,0.1814 AU,28.7,0,K2-79,Transit,,,03h41m01.42s,+13d31m09.7s,5926,1.06,1.28,10.51684537
1371,K2-80 b,659,4.7,12.626,2016,Super Earth,2.01,0.135,19.1,0,K2-8,Transit,86.42,,11h19m10.48s,-00d17m03.8s,4870,0.78,0.74,11.42343025
1372,K2-80 c,659,2.76,12.626,2016,Super Earth,1.47,0.0596,5.6,0,K2-8,Transit,86.7,,11h19m10.48s,-00d17m03.8s,4870,0.78,0.74,12.54195401
1373,K2-80 d,659,7.04,12.626,2018,Neptune-like,2.5536,Unknown,28.9,0,K2-80,Transit,,,03h56m09.00s,+13d33m33.4s,5441,0.9,0.87,10.6012655
1374,K2-81 b,829,4.54,14.364,2016,Super Earth,1.97,0.059,6.1,0.06,K2-80,Transit,,,03h56m09.00s,+13d33m33.4s,5441,0.9,0.87,11.48720024
1375,K2-83 b,411,2.08,14.514,2016,Super Earth,1.244,0.03014,2.7,0.07,K2-80,Transit,89.397,,03h56m09.00s,+13d33m33.4s,5441,0.9,0.87,13.19815929
1376,K2-83 c,411,2.8,14.514,2016,Super Earth,1.483,0.07131,10,0.06,K2-81,Transit,89.29,,03h49m56.52s,+14d30m07.9s,4674.13,0.75,0.63,12.50162652
1377,K2-84 b,937,6.39,13.443,2016,Neptune-like,2.408,0.0665 AU,6.4,0,K2-83,Transit,,,03h59m36.37s,+15d33m32.0s,3910,0.48,0.42,10.82128124
1378,K2-84 c,937,4.78,13.443,2016,Super Earth,2.03,0.1768,27.9,0,K2-83,Transit,,,03h59m36.37s,+15d33m32.0s,3910,0.48,0.42,11.39007574
1379,K2-85 b,318,1.01,12.831,2016,Super Earth,1.01,0.01263,0.7,0.24,K2-84,Transit,,,03h43m14.23s,+16d38m04.4s,5652,0.95,0.93,9.722308943
1380,K2-86 b,850,4.5,13.167,2016,Super Earth,1.96,0.077,8.8,0,K2-84,Transit,,,03h43m14.23s,+16d38m04.4s,5652,0.95,0.93,11.5024714
1381,K2-87 b,1643,44.697,14.134,2016,Gas Giant,7.5936,0.094 AU,9.7,0,K2-85,Transit,,,03h57m51.45s,+18d27m54.9s,4268,0.57,0.51,7.611561014
1382,K2-88 b,362,2.04,15.476,2016,Super Earth,1.23,0.0345,4.6,0.26,K2-86,Transit,,,03h26m12.67s,+18d38m08.2s,5482,0.79,0.76,13.2406936
1383,K2-89 b,281,0.17,14.162,2016,Terrestrial,0.615,0.01462,1.1,0.15,K2-87,Transit,87.74,,04h24m56.69s,+18d49m38.7s,5747,1.16,1.4,4.413564533
1384,K2-8 b,1331,12.5,14.61,2015,Neptune-like,3.5728,0.0856 AU,10.4,0,K2-88,Transit,,,03h39m00.38s,+19d07m12.6s,3537,0.26,0.26,9.615755074
1385,K2-8 c,1331,6.39,14.61,2016,Neptune-like,2.408,0.0532 AU,5.1,0,K2-89,Transit,,,03h48m16.01s,+20d27m34.7s,3691,0.35,0.32,10.82128124
1386,K2-90 b,440,7.27,13.855,2016,Neptune-like,2.5984,0.096 AU,13.7,0.07,K2-9,Transit,87.983,,11h45m03.47s,+00d00m19.1s,3390,0.3,0.31,10.57336408
1387,K2-90 c,440,2.24,13.855,2016,Super Earth,1.3,0.035,2.9,0.19,K2-90,Transit,89.24,,03h56m36.58s,+22d28m21.5s,4484,0.63,0.62,13.01523772
1388,K2-91 b,204,1.37,15.572,2016,Super Earth,1.1,0.0164,1.4,0.09,K2-90,Transit,86.94,,03h56m36.58s,+22d28m21.5s,4484,0.63,0.62,11.11798255
1389,K2-95 b,589,14.3,16.084,2016,Neptune-like,3.8752,0.0696 AU,10.1,0.16,K2-91,Transit,,,04h12m52.34s,+24d12m18.4s,3622,0.29,0.28,9.350580765
1390,K2-97 b,2837,152.16,12.611,2016,Gas Giant,10.6064,0.086 AU,8.4,0.22,K2-95,Transit,,,08h37m27.06s,+18d58m36.1s,3548,0.44,0.42,13.28174958
1391,K2-98 b,1717,32.2,12.166,2016,Neptune-like,5.1968,0.0974 AU,10.1,0,K2-97,Transit,,,08h31m03.08s,+10d50m51.3s,4717,1.2,4.47,11.70778279
1392,K2-99 b,1704,307.49,11.149,2016,Gas Giant,11.7152,0.1597 AU,18.3,0.19,K2-98,Transit,,,08h25m57.19s,+11d30m40.1s,6172,1.2,1.57,21.99998442
1393,K2-9 b,271,5.69,15.63,2015,Neptune-like,2.2512,0.091 AU,18.4,0,K2-99,Transit,,,13h55m05.70s,-05d26m32.9s,6217,1.63,2.63,11.02490605
1394,Kappa Andromedae b,163,4316.272,4.14,2012,Gas Giant,12.32,55.0 AU,92381.5,0,kap And,Imaging,,,23h40m24.51s,+44d20m02.2s,10900,2.6,,279.2403544
1395,Kappa Coronae Borealis b,98,687.89,4.79,2007,Gas Giant,13.328,2.65 AU,1277.5,0.17,kap CrB,Radial Velocity,,,15h51m13.93s,+35d39m26.6s,4871,1.5,4.85,38.02592779
1396,Kapteyn c,13,7,8.845,2014,Neptune-like,2.5424,0.311 AU,121.5,0.23,Kapteyn,Radial Velocity,,,05h11m40.58s,-45d01m06.3s,3550,0.28,0.29,10.63410812
1397,KELT-10 b,597,215.243,10.854,2016,Gas Giant,15.6688,0.0525 AU,4.2,0,KELT-1,Transit,87.8,24.7,00h01m26.91s,+39d23m01.7s,6518,1.32,1.46,8.608913683
1398,KELT-11 b,324,54.207,8.04,2017,Gas Giant,15.12,0.06229 AU,4.7,0,KELT-10,Transit,88.61,0.308,18h58m11.61s,-47d00m11.7s,5948,1.11,1.21,2.328319532
1399,KELT-12 b,1174,301.15,10.59,2017,Gas Giant,19.936,0.06708 AU,5,0,KELT-11,Transit,85.3,,10h46m49.74s,-09d23m56.5s,5375,1.44,2.69,7.440422695
1400,KELT-14 b,868,407.028,11,2016,Gas Giant,19.5216,0.03005 AU,1.7,0,KELT-12,Transit,84.47,0.209,17h50m33.72s,+36d34m12.8s,6279,1.59,2.37,10.48779664
1401,KELT-15 b,1069,415.27,11.189,2016,Gas Giant,19.488,0.04613 AU,3.3,0,KELT-14,Transit,78.3,0.322,07h13m12.36s,-42d24m35.1s,5720,1.24,1.52,10.73709528
1402,KELT-16 b,1469,871.75,11.898,2017,Gas Giant,15.848,0.02044 AU,1,0,KELT-15,Transit,88.3,,07h49m39.61s,-52d07m13.6s,6003,2.06,1.78,34.08268668
1403,KELT-17 b,685,415.27,9.286,2016,Gas Giant,17.08,0.04881 AU,3.1,0,KELT-16,Transit,84.4,1.2,20h57m04.44s,+31d39m39.7s,6236,1.21,1.36,13.97801868
1404,KELT-18 b,1014,374.06,10.117,2017,Gas Giant,17.584,0.0455 AU,2.9,0,KELT-17,Transit,84.87,0.46,08h22m28.21s,+13d44m07.1s,7454,1.64,1.65,11.8794603
1405,KELT-19 A b,988,1290.19,9.885,2017,Gas Giant,21.392,0.0637 AU,4.6,0,KELT-18,Transit,88.86,0.377,14h26m05.76s,+59d26m39.4s,6670,1.52,1.91,27.68481864
